Review,Liked,Cleaned_Review,Sentiment_Score,Predicted_Sentiment
"The food is about on par with Denny's, which is to say, not good at all.",0,food par denny say not good,-0.35,Negative
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,want wait mediocre food downright terrible service place,-0.75,Negative
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,waaaaaayyyyyyyyyy rated saying,0.0,Neutral
We won't be going back.,0,won going back,0.0,Neutral
The place was fairly clean but the food simply wasn't worth it.,0,place fairly clean food simply wasn worth,0.22222222222222224,Positive
This place lacked style!!,0,place lacked style,0.0,Neutral
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,sangria half glass wine full ridiculous,-0.049999999999999996,Neutral
Don't bother coming here.,0,don bother coming,0.0,Neutral
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,meat pretty dry sliced brisket pulled pork,0.09166666666666667,Positive
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,building seems pretty neat bathroom pretty trippy wouldn eat,0.25,Positive
It was equally awful.,0,equally awful,-1.0,Negative
Probably not in a hurry to go back.,0,probably not hurry go back,0.0,Neutral
very slow at seating even with reservation.,0,slow seating even reservation,-0.30000000000000004,Negative
Not good by any stretch of the imagination.,0,not good stretch imagination,-0.35,Negative
The cashew cream sauce was bland and the vegetables were undercooked.,0,cashew cream sauce bland vegetables undercooked,-0.16666666666666666,Negative
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,chipolte ranch dipping sause tasteless seemed thin watered no heat,-0.5,Negative
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,bit sweet not really spicy enough lacked flavor,0.08333333333333333,Positive
I was VERY disappointed!!,0,disappointed,-0.75,Negative
This place is horrible and way overpriced.,0,place horrible way overpriced,-1.0,Negative
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,maybe vegetarian fare twice thought average best,0.425,Positive
It wasn't busy at all and now we know why.,0,wasn busy know,0.1,Positive
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,tables outside also dirty lot time workers not always friendly helpful menu,-0.075,Negative
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,ambiance not feel like buffet setting douchey indoor garden tea biscuits,0.0,Neutral
Con: spotty service.,0,con spotty service,0.0,Neutral
"The fries were not hot, and neither was my burger.",0,fries not hot neither burger,-0.125,Negative
But then they came back cold.,0,came back cold,-0.3,Negative
"Then our food came out, disappointment ensued.",0,food came disappointment ensued,-0.6,Negative
The real disappointment was our waiter.,0,real disappointment waiter,-0.8999999999999999,Negative
My husband said she was very rude... did not even apologize for the bad food or anything.,0,husband said rude not even apologize bad food anything,-0.4999999999999999,Negative
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,reason eat would fill night binge drinking get carbs stomach,0.0,Neutral
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,insults profound deuchebaggery go outside smoke break serving solidify,0.041666666666666664,Neutral
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,someone orders two tacos don think may part customer service ask combo ala cart,0.0,Neutral
She was quite disappointed although some blame needs to be placed at her door.,0,quite disappointed although blame needs placed door,-0.75,Negative
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,rave reviews couldn wait eat disappointment,-0.6,Negative
Del Taco is pretty nasty and should be avoided if possible.,0,del taco pretty nasty avoided possible,-0.25,Negative
It's NOT hard to make a decent hamburger.,0,not hard make decent hamburger,0.15625,Positive
But I don't like it.,0,don like,0.0,Neutral
Hell no will I go back,0,hell no go back,0.0,Neutral
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,gotten much better service pizza place next door services received restaurant,0.25,Positive
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,don know big deal place won back ya,0.0,Neutral
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,immediately said wanted talk manager not want talk guy shots fireball behind bar,-0.4,Negative
The ambiance isn't much better.,0,ambiance isn much better,0.5,Positive
"Unfortunately, it only set us up for disapppointment with our entrees.",0,unfortunately set us disapppointment entrees,-0.5,Negative
The food wasn't good.,0,food wasn good,0.7,Positive
"Your servers suck, wait, correction, our server Heimer sucked.",0,servers suck wait correction server heimer sucked,0.0,Neutral
What happened next was pretty....off putting.,0,happened next pretty putting,0.125,Positive
"too bad cause I know it's family owned, I really wanted to like this place.",0,bad cause know family owned really wanted like place,-0.24999999999999992,Negative
Overpriced for what you are getting.,0,overpriced getting,0.0,Neutral
I vomited in the bathroom mid lunch.,0,vomited bathroom mid lunch,0.0,Neutral
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,kept looking time soon become minutes yet still no food,0.0,Neutral
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,places eat no circumstances would ever return tops list,0.0,Neutral
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,started tuna sashimi brownish color obviously wasn fresh,0.15,Positive
Food was below average.,0,food average,-0.15,Negative
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,sure beat nachos movies would expect little bit coming restaurant,0.15625,Positive
"All in all, Ha Long Bay was a bit of a flop.",0,ha long bay bit flop,-0.05,Neutral
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,problem charge sandwich no bigger subway sub offers better amount vegetables,0.19999999999999998,Positive
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,shrimp unwrapped live mile brushfire literally ice cold,-0.2318181818181818,Negative
"It lacked flavor, seemed undercooked, and dry.",0,lacked flavor seemed undercooked dry,-0.06666666666666665,Negative
It really is impressive that the place hasn't closed down.,0,really impressive place closed,0.45,Positive
I would avoid this place if you are staying in the Mirage.,0,would avoid place staying mirage,0.0,Neutral
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,refried beans came meal dried crusty food bland,-0.18333333333333335,Negative
Spend your money and time some place else.,0,spend money time place else,0.0,Neutral
A lady at the table next to us found a live green caterpillar In her salad.,0,lady table next us found live green caterpillar salad,-0.02121212121212122,Neutral
the presentation of the food was awful.,0,presentation food awful,-1.0,Negative
I can't tell you how disappointed I was.,0,tell disappointed,-0.75,Negative
I think food should have flavor and texture and both were lacking.,0,think food flavor texture lacking,0.0,Neutral
Appetite instantly gone.,0,appetite instantly gone,0.0,Neutral
Overall I was not impressed and would not go back.,0,overall not impressed would not go back,-0.16666666666666666,Negative
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,whole experience underwhelming think go ninja sushi next time,0.1,Positive
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,wasted enough life poured salt wound drawing time took bring check,-0.1,Negative
